Study.number,Study.code,Study.reference,Experiment.number,Study.short.name,Retrieved.from,Document.Type,On.money.priming.,Empirical.,Random.Assignment,Neutral.Comparison.,Eligible.,Why.not.,Able.to.compute.effect.size.,Included.,Notes,dep,prime,prime..extra.notes..,year.,jrnl,published,replication,Preregistered,Prime.Type..coder.1.,Prime.Type..coder.2.,Prime.Type..coder.agreement.,Prime.Type..final.code.,Setting..coder.1.,Setting..coder.2.,Setting..code.agreement.,Setting..final.code.,Behavioral.vs.non.behavioral..coder.1.,Behavioral.vs.non.behavioral..coder.2.,Behavioral.vs.non.behavioral..code.agreement.,Behavioral.vs..Non.behavioral,Problems.,Multiple.DV.,Interaction.,Notes..1,X2nd.factor,Simple.main.effect,Interaction.Identification..1.Largest.predicted.effect.,Notes.1,Contact.Author.,Information.to.seek,Aggregated.across.DVs.,d,var.of.d,g,var.of.g,Notes.,Notes.....1st.DV,Effect.size..D...Reported.,significance,n1,n2,N,m1.,m2,sd1,sd2,Direction.of.Effect,d.from.M.SD.n,Variance.of..d,g.from.M.SD.n,Variance.of.g,log.odds.ratio,percent1,percent2,Odds.ratio,A,B,C,D,variance.of.log.odds.ratio,Type.of.test.statistics,Value.of.test.statistics,converted.d,variance.of.d,converted.g,variance.of.g,Notes..2nd.effect.size,Effect.size..D...Reported..,Significance,n1.,n2.,N.,m1..1,m2.,sd1.,sd2.,Direction.of.Effect.1,d.from.M.SD.n.1,Variance.of..d.1,g.from.M.SD.n.1,Variance.of.g.1,log.odds.ratio.1,variance.of.log.odds.ratio.1,Type.of.test.statistics.1,Value.of.test.statistics.1,converted.d.1,variance.of.d.1,converted.g.1,variance.of.g.1,Notes..3rd.effect.size,Effect.size..D...Reported...1,Significance.1,n1..1,n2..1,N..1,m1..2,m2..1,sd1..1,sd2..1,Direction.of.Effect.2,d.from.M.SD.n.2,Variance.of..d.2,g.from.M.SD.n.2,Variance.of.g.2,Notes.2,Effect.size..D...Reported...2,Significance.2,n1..2,n2..2,N..2,m1..3,m2..2,sd1..2,sd2..2,Direction.of.Effect.3,d.from.M.SD.n.3,Variance.of..d.3,g.from.M.SD.n.3,Variance.of.g.3,keepformulas
213,213e,"Kuzminska, A. O., Gasiorowska, A., & Vohs, K. D. (2016). The effects of the activation of the concept of money on interpersonal trust. ",5,"Kuzminska, A. O., Gasiorowska, A., & Vohs, K. D. (2016), Study 5",E-mail,Unpublished,1,1,1,1,1,,1,1,,Trust,Pictures,,2016,Unpublished,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,,Task framing (Trust vs. Transaction),Task Framing = Transaction,0,,,,0,-0.499945568708374,0.0376263840813963,-0.4964656691582,0.0371044058848009,,,,1,51.76,58.24,110,7.23,5.67,3.09,3.147,-1,-0.499945568708374,0.0376263840813963,-0.4964656691582,0.0371044058848009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
213,213e,"Kuzminska, A. O., Gasiorowska, A., & Vohs, K. D. (2016). The effects of the activation of the concept of money on interpersonal trust. ",5,"Kuzminska, A. O., Gasiorowska, A., & Vohs, K. D. (2016), Study 5",E-mail,Unpublished,1,1,1,1,1,,1,1,,Trust,Pictures,,2016,Unpublished,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,,Task framing (Trust vs. Transaction),Task Framing = Trust,1,,,,0,0.745683405703358,0.0386655009905505,0.740540761526093,0.0381340227605258,,,,1,52.24,58.76,111,5.92,8.17,3.33,2.71,1,0.745683405703358,0.0386655009905505,0.740540761526093,0.0381340227605258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
214,214a,"Savani, K., Mead, N. L., Stillman, T., & Vohs, K. D. (2016). No match for money: Even in intimate relationships and collectivistic cultures, reminders of money weaken sociomoral responses. Self and Identity, 15(3), 342-355. ",1,"Savani, K., Mead, N. L., Stillman, T., & Vohs, K. D. (2016), Study 1",E-mail,Journal,1,1,1,1,1,,1,1,,Helpfulness,Pictures,,2016,Self and Identity,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Results presented in regression form. Authors also reported median. Not sure how to extract data from their statistics. ,"Item order (continuous, item 1 to item 100)",,1,,1,Request means and SDs?,,0.541549941091153,0.103665954233698,0.530790670738348,0.0995876962209955,Median split by item order. This is the 2nd half of the items. ,This is the log10(RT),,,20,20,40,0.8232,0.8681,0.08308,0.08274,1,0.541549941091153,0.103665954233698,0.530790670738348,0.0995876962209955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
214,214b,"Savani, K., Mead, N. L., Stillman, T., & Vohs, K. D. (2016). No match for money: Even in intimate relationships and collectivistic cultures, reminders of money weaken sociomoral responses. Self and Identity, 15(3), 342-355. ",2,"Savani, K., Mead, N. L., Stillman, T., & Vohs, K. D. (2016), Study 2",E-mail,Journal,1,1,1,1,1,,1,1,,Helpfulness,Sentence descrambling,,2016,Self and Identity,1,0,0,2,2,1,2,3,3,1,3,2,2,1,2,0,1,0,"I treated the 3 need scenarios (low, mod, high) as 3 DVs. And the need scenario = Low is used as the authors predicted gretatest effect size for this DV. ",,,,,,,0,0.668721,0.043098,0.663483,0.042425,,,0.67,1,49,49,98,?,?,?,?,1,,,,,,,,,,,,,,t,3.31,0.668721,0.043098,0.663483,0.042425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
214,214c,"Savani, K., Mead, N. L., Stillman, T., & Vohs, K. D. (2016). No match for money: Even in intimate relationships and collectivistic cultures, reminders of money weaken sociomoral responses. Self and Identity, 15(3), 342-355. ",3,"Savani, K., Mead, N. L., Stillman, T., & Vohs, K. D. (2016), Study 3",E-mail,Journal,1,1,1,1,1,,1,1,,DV1: Willingness to help romantic partner. DV2: Upset by request for help. ,Sentence descrambling,,2016,Self and Identity,1,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,1,0,,,,,,1,"Information to handle mutiple DVs (i.e., correlation)",1,0.436703666552944,0.0264657470154181,0.433928007655362,0.0261303871878518,,DV: Willingness to help.,"0.49  - 95% CI [.14, .85]",1,57,70,127,74.12,82.22,17.42,15.49,1,0.494421653646832,0.0327919864214311,0.491449178775208,0.0323988792472913,,,,,,,,,,,,,,,,DV: Upset by request for help,,,57,70,127,35.67,28.35,17.66,20.56,1,0.378985679459056,0.0323950469475735,0.376707208440264,0.0320066982456064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
214,214d,"Savani, K., Mead, N. L., Stillman, T., & Vohs, K. D. (2016). No match for money: Even in intimate relationships and collectivistic cultures, reminders of money weaken sociomoral responses. Self and Identity, 15(3), 342-355. ",4,"Savani, K., Mead, N. L., Stillman, T., & Vohs, K. D. (2016), Study 4",E-mail,Journal,1,1,1,1,1,,1,1,,DV1: Willingness to help romantic partner. DV2: Upset by request for help. ,Sentence descrambling,,2016,Self and Identity,1,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,1,1,How to treat interaction when 1 DV has significant interaction while the other DV does not?,"Communal Strength (continuous, not manipulated)",Communal Strength = High ,0,,1,"Information to handle mutiple DVs (i.e., correlation). Cell size for those in Low and High Communual Strength",1,-0.0748095744914382,0.0233156568407128,-0.074317406238205,0.0230098810433299,,DV: Willingness to help.,,0,53,70,123,7.7358,7.3321,1.36263,1.58384,-1,-0.270432023238241,0.0334509293798403,-0.26875232123055,0.0330366803797659,,,,,,,,,,,,,,,,DV: Upset by request for help,,0,53,70,123,5.7028,5.5179,1.57356,1.49717,1,0.120812874255365,0.0332129711334708,0.12006248373204,0.0328016689563232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
214,214d,"Savani, K., Mead, N. L., Stillman, T., & Vohs, K. D. (2016). No match for money: Even in intimate relationships and collectivistic cultures, reminders of money weaken sociomoral responses. Self and Identity, 15(3), 342-355. ",4,"Savani, K., Mead, N. L., Stillman, T., & Vohs, K. D. (2016), Study 4",E-mail,Journal,1,1,1,1,1,,1,1,,DV1: Willingness to help romantic partner. DV2: Upset by request for help. ,Sentence descrambling,,2016,Self and Identity,1,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,1,1,How to treat interaction when 1 DV has significant interaction while the other DV does not?,"Communal Strength (continuous, not manipulated)",Communal Strength = Low ,1,,1,"Information to handle mutiple DVs (i.e., correlation). Cell size for those in Low and High Communual Strength",1,0.457018896594364,0.0231431236487034,0.454064033038797,0.0228448265687523,,DV: Willingness to help.,,1,68,57,125,5.9669,6.5175,1.01104,1.41568,1,0.45424039403524,0.0330750793443572,0.451464994479017,0.0326721379759607,,,,,,,,,,,,,,,,DV: Upset by request for help,,1,68,57,125,6.2868,5.6711,1.31173,1.37106,1,0.459797399153487,0.0330953965951372,0.456988046409168,0.0326922077092445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
215,215a,"Mead, N. L. (2015). Desire for exchange relationship vs. communal relationship.",1,"Mead, N. L. (2015), Study 1",E-mail,Unpublished,1,1,1,1,1,,1,1,,DV: choice between pen of same color (vs. different color) as peer (indicative of exchange vs. communal relationship desireabiliy).,Pictures,Money poster on wall.,2015,Unpublished,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,0,1.18,0.14,1.16,0.14,,Choice between pen of same color as partner or different color.,,1,25,23,48,64% (16/25),17% (4/23),,,1,,,,,2.133508763,,,,,,,,0.47624269,,,1.176265,0.14476,1.156982,0.140053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
215,215b,"Mead, N. L. (2015). Trackability",2,"Mead, N. L. (2015), Study 2",E-mail,Unpublished,1,1,1,1,1,,1,1,,Trackability (Desire to keep one's input to a task separate from partner's input.),Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,1,1,1,1,2,1,0,2,0,0,1,,Market norms (money market vs. social market).,Market Norms = Money Market,0,,,,0,-0.323497374828352,0.0493182094321978,-0.320115869168125,0.048292555451242,,,,,48,36,74,4.1,4.67,1.871,1.604,-1,-0.323497374828352,0.0493182094321978,-0.320115869168125,0.048292555451242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
215,215b,"Mead, N. L. (2015). Trackability",2,"Mead, N. L. (2015), Study 2",E-mail,Unpublished,1,1,1,1,1,,1,1,,Trackability (Desire to keep one's input to a task separate from partner's input.),Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,1,1,1,1,2,1,0,2,0,0,1,,Market norms (money market vs. social market).,Market Norms = Social Market,1,,,,0,0.49902666854549,0.0541027198960708,0.49415018644244,0.0530505041105505,,,,,32,47,79,4.38,3.55,1.385,1.827,1,0.49902666854549,0.0541027198960708,0.49415018644244,0.0530505041105505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
215,215c,"Mead, N. L. (2015). Interpersonal appeal of participant. ",3,"Mead, N. L. (2015), Study 3",E-mail,Unpublished,1,1,1,1,1,,1,1,,Social appeal,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.804466126736278,0.092029669547573,0.790983454221145,0.0889707263788777,,Interpersonal appeal (rated by another participant). ,0.79,1,23,24,47,89.13,95.69,10.38,5.2,1,0.804466126736278,0.092029669547573,0.790983454221145,0.0889707263788777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
215,215d,"Mead, N. L. (2015). Likability. ",4,"Mead, N. L. (2015), Study 4",E-mail,Unpublished,1,1,1,1,1,,1,1,,Likability of participants (video recorded and rated by judges),Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,0,1,,Context (Introducing self to new friend vs. colleague),Context = New Colleague,0,,,,0,0.0876843895089069,0.0425940880434231,0.0869676233821311,0.0419005730935815,,,,0,47,47,94,62.96,64.39,17.16,15.41,1,0.0876843895089069,0.0425940880434231,0.0869676233821311,0.0419005730935815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
215,215d,"Mead, N. L. (2015). Likability. ",4,"Mead, N. L. (2015), Study 4",E-mail,Unpublished,1,1,1,1,1,,1,1,,Likability of participants (video recorded and rated by judges),Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,0,1,,Context (Introducing self to new friend vs. colleague),Context = New Friend,1,,,,0,0.271228302688202,0.0552983889875282,0.268353090998928,0.0541321991362386,,,0.27,1,36.5,36.5,73,59.91,64.74,19,16.53,1,0.271228302688202,0.0552983889875282,0.268353090998928,0.0541321991362386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
216,216,"Kuzminska, A. (2015). The relationship between activation of the idea of money and generalized social trust.",1,"Kuzminska, A. (2015), Study 1",E-mail,Unpublished,1,1,1,1,1,,1,1,,Trust,Pictures,,2015,Unpublished,0,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.62031120851771,0.0746253157492342,0.611813794702399,0.0725947901752731,,DV: Social Trust,,1,25,32,57,3.08,3.89,1.42,1.21,1,0.62031120851771,0.0746253157492342,0.611813794702399,0.0725947901752731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
217,217,"Reutner, L. (2016). Agency and Communual. ",1,"Reutner, L. (2016), Study 1",E-mail,Unpublished,1,1,1,1,1,,1,1,,Perceived agency vs. communion ,Video of someone pilling money,,2016,Unpublished,0,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,1,request for aggregated M and SD of the two experimental conditions. ,1,0.21671972119782,0.00618892455520203,0.212849726176431,0.005969865044479,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
218,218,"Vohs, K. D. (2015). Replication of Science paper.",1,"Vohs, K. D. (2015), Study 1",E-mail,Unpublished,1,1,1,1,1,,1,1,,Task persistence,Sentence descrambling,,2015,Unpublished,0,1,0,2,2,1,2,1,1,1,1,1,1,1,1,0,0,0,Two experimental condiion: real vs play money.,,,,,1,Aggregated M and SD across two money conditions. ,,0.58727713373001,0.0362205210534967,0.583802121104389,0.0357931440150516,aggregated across conditions,Task persistence (in seconds),,1,86,43,129,322.575,219.37,173.254570718928,180.65,1,0.58727713373001,0.0362205210534967,0.583802121104389,0.0357931440150516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219k,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",Entitlement,"Caruso, E. M. & Shapira, O. (2015), Study Entitlement",E-mail,Unpublished,1,1,1,1,1,,1,1,,Psychological Entitilement Scale,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,0,They also employed a Stem completion task. But this seem to be more like a manipulation check and thus we did not include that. ,,,,,,,0,0.267730033589307,0.01450693631811,0.267004477942724,0.0144284144795039,,Psychological entiltement scale,,0,132,147,279,3.722,3.414,1.163,1.139,1,0.267730033589307,0.01450693631811,0.267004477942724,0.0144284144795039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219h,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",Equity Sens.,"Caruso, E. M. & Shapira, O. (2015), Study Equity Sens.",E-mail,Unpublished,1,1,1,1,1,,1,1,,Equity sensitivity. DV1: Entitlement subscale. DV2: Benevolence subscale. ,Choosing Sizes for Bills vs. Carpets,,2015,Unpublished,0,0,0,3,3 or 4,3 vs. 3 or 4,3,3,3,1,3,2,2,1,2,0,1,0,,,,,,1,"Information to handle mutiple DVs (i.e., correlation)",1,0.0126407998377328,0.00952305663147926,0.0125866249812854,0.00944160534506593,,Equity Sensitivity - Entitlement,,0,93,91,184,4.568,4.552,1.199,1.097,1,0.0139167703610213,0.0217422254558836,0.0138593421477021,0.021563155040808,,,,,,,,,,,,,,,,Equity Sensitivity - Benevolence,,,93,91,184,5.6043,5.6154,1.00865,0.95881,1,0.0112768284708243,0.0217420447231745,0.0112302941029942,0.0215629757966256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219i,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",Grades,"Caruso, E. M. & Shapira, O. (2015), Study Grades",E-mail,Unpublished,1,1,1,1,1,,1,1,,Satisfaction with Grade on a Science Class Exam,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,3,3,1,3,2,2,1,2,0,0,1,,2nd factor = Absolute Performance (3rd factor = Gender),Gender = Female | Absolut Perf. = High,0,We only looked at the absolute performance. ,,,0,-0.010656720890066,0.0333338026130859,-0.0105894152844445,0.0329140737123711,,Satisfaction with grades,,0,55,66,121,3.703,3.7222,1.65884,1.91225,-1,-0.010656720890066,0.0333338026130859,-0.0105894152844445,0.0329140737123711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219i,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",Grades,"Caruso, E. M. & Shapira, O. (2015), Study Grades",E-mail,Unpublished,1,1,1,1,1,,1,1,,Satisfaction with Grade on a Science Class Exam,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,3,3,1,3,2,2,1,2,0,0,1,,2nd factor = Absolute Performance (3rd factor = Gender),Gender = Female | Absolut Perf. = Low,0,We only looked at the absolute performance. ,,,0,-0.184030209933771,0.0363324763594857,-0.182761036072159,0.035833066815234,,Satisfaction with grades,,0,52,59,111,3.6282,3.3051,1.66032,1.83546,-1,-0.184030209933771,0.0363324763594857,-0.182761036072159,0.035833066815234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219i,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",Grades,"Caruso, E. M. & Shapira, O. (2015), Study Grades",E-mail,Unpublished,1,1,1,1,1,,1,1,,Satisfaction with Grade on a Science Class Exam,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,3,3,1,3,2,2,1,2,0,0,1,,2nd factor = Absolute Performance (3rd factor = Gender),Gender = Male | Absolut Perf. = High,1,We only looked at the absolute performance. ,,,0,0.102252733662196,0.0350375258561004,0.101578539813874,0.0345770157348375,,Satisfaction with grades,,0,65,51,116,3.759,3.5817,1.75249,1.7099,1,0.102252733662196,0.0350375258561004,0.101578539813874,0.0345770157348375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219i,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",Grades,"Caruso, E. M. & Shapira, O. (2015), Study Grades",E-mail,Unpublished,1,1,1,1,1,,1,1,,Satisfaction with Grade on a Science Class Exam,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,3,3,1,3,2,2,1,2,0,0,1,,2nd factor = Absolute Performance (3rd factor = Gender),Gender = Male | Absolut Perf. = Low,1,We only looked at the absolute performance. ,,,0,-0.201494407977853,0.0369113059012537,-0.200078756399554,0.0363944678559296,,Satisfaction with grades,,0,56,53,109,3.6131,3.2704,1.63766,1.76511,-1,-0.201494407977853,0.0369113059012537,-0.200078756399554,0.0363944678559296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219e,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",GRE,"Caruso, E. M. & Shapira, O. (2015), Study GRE",E-mail,Unpublished,1,1,1,1,1,,1,1,,DV1: GRE Verbal. DV2: GRE Math.,Pictures,Screensaver,2015,Unpublished,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,,,,,,1,"Information to handle mutiple DVs (i.e., correlation)",1,-0.0835617951078168,0.0238566948986088,-0.0828879096633989,0.0234734610510571,,DV1: GRE Verbal,,0,48,54,102,4.958,5.407,2.361,1.918,-1,-0.210041278932459,0.0395681133168302,-0.208462021196124,0.0389753409707982,,,,,,,,,,,,,,,,DV2: GRE Math,,,48,54,102,4.7292,4.8148,2.0498,1.89412,-1,-0.0434777438783647,0.0393611180979928,-0.0431508435484521,0.038771446760101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219j,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",Input-Outcome,"Caruso, E. M. & Shapira, O. (2015), Study Input-Outcome",E-mail,Unpublished,1,1,1,1,1,,1,1,,Deservingness of an Evaluation on a Group Project at Work,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,1,,2nd factor = Outcome (3rd factor = Gender),Gender = Female | Outcome =  High,0,,,,0,0.0602885354313427,0.0223739709052128,0.0600327142060329,0.022184495646001,,Deservingness of an Evaluation on a Group Project at Work ,,0,92,87,179,4.89,4.76,2.226,2.08,1,0.0602885354313427,0.0223739709052128,0.0600327142060329,0.022184495646001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219j,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",Input-Outcome,"Caruso, E. M. & Shapira, O. (2015), Study Input-Outcome",E-mail,Unpublished,1,1,1,1,1,,1,1,,Deservingness of an Evaluation on a Group Project at Work,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,1,,2nd factor = Outcome (3rd factor = Gender),Gender = Female | Outcome =  Low,0,,,,0,-0.178991519495926,0.0224464654661872,-0.17823628101704,0.0222574434404166,,Deservingness of an Evaluation on a Group Project at Work ,,0,83,97,180,4.28,3.88,2.344,2.137,-1,-0.178991519495926,0.0224464654661872,-0.17823628101704,0.0222574434404166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219j,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",Input-Outcome,"Caruso, E. M. & Shapira, O. (2015), Study Input-Outcome",E-mail,Unpublished,1,1,1,1,1,,1,1,,Deservingness of an Evaluation on a Group Project at Work,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,1,,2nd factor = Outcome (3rd factor = Gender),Gender = Male | Outcome =  High,1,,,,0,-0.162348701312652,0.0180788433591605,-0.161794610181892,0.0179556488739002,,Deservingness of an Evaluation on a Group Project at Work ,,0,110,112,222,4.34,4.68,2.151,2.037,-1,-0.162348701312652,0.0180788433591605,-0.161794610181892,0.0179556488739002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219j,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",Input-Outcome,"Caruso, E. M. & Shapira, O. (2015), Study Input-Outcome",E-mail,Unpublished,1,1,1,1,1,,1,1,,Deservingness of an Evaluation on a Group Project at Work,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,1,,2nd factor = Outcome (3rd factor = Gender),Gender = Male | Outcome =  Low,1,,,,0,0,0.0178571428571429,0,0.0177370951781726,,Deservingness of an Evaluation on a Group Project at Work ,,0,120,105,225,4.12,4.12,2.072,2.269,1,0,0.0178571428571429,0,0.0177370951781726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219l,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",Parenting 1,"Caruso, E. M. & Shapira, O. (2015), Study Parenting 1",E-mail,Unpublished,1,1,1,1,1,,1,1,,Meaning in Parenting,Clipboard Sticker - Money vs. Flowers,,2015,Unpublished,0,0,0,1,1,1,1,3,3,1,3,2,2,1,2,0,0,0,,,,,,,,0,0.157139598745865,0.0177335172709977,0.156615217437481,0.0176153597946962,,Meaning in Parenting,,0,107,120,227,4.299,4.475,1.077,1.157,1,0.157139598745865,0.0177335172709977,0.156615217437481,0.0176153597946962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219m,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",Parenting 2,"Caruso, E. M. & Shapira, O. (2015), Study Parenting 2",E-mail,Unpublished,1,1,1,1,1,,1,1,,Meaning in Parenting,Clipboard Sticker - Money vs. Flowers,,2015,Unpublished,0,0,0,1,1,1,1,3,3,1,3,2,2,1,2,0,0,0,,,,,,,,0,-0.0879993981929669,0.04696264402572,-0.087211343880791,0.0461252882610021,,Meaning in Parenting,,0,39,47,86,4.359,4.277,1.013,0.859,-1,-0.0879993981929669,0.04696264402572,-0.087211343880791,0.0461252882610021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
219,219b,"Caruso, E. M. & Shapira, O. (2015)- Achievements Entitlement Studies",REI,"Caruso, E. M. & Shapira, O. (2015), Study REI",E-mail,Unpublished,1,1,1,1,1,,1,1,,DV1: Rational Engagement Scale. DV2: Experiential Ability Scale,Sentence descrambling,,2015,Unpublished,0,0,0,2,2,1,2,2,2,1,2,2,2,1,2,0,1,0,,,,,,1,"Information to handle mutiple DVs (i.e., correlation)",1,0.136582845600601,0.00961884428162819,0.135835129292569,0.00951381674153729,,DV: Rational Engagement,,0,75,71,146,7.037,6.862,1.362,1.501,1,0.122270182573843,0.0274690389973219,0.121632251186501,0.0271831532863509,,,,,,,,,,,,,,,,DV: Experiential Ability,,,75,71,146,6.6489,6.8662,1.38079,1.5036,1,0.150714752231894,0.0274956312541496,0.149928414394162,0.0272094687826319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
